HDR,ROLLING SYSTEM DEMAND
VD,20200309012000,24866
VD,20200309012500,24778
VD,20200309013000,24629
VD,20200309013500,24549
VD,20200309014000,24425
VD,20200309014500,24330
VD,20200309015000,24268
VD,20200309015500,24094
VD,20200309020000,24127
VD,20200309020500,24311
VD,20200309021000,24343
VD,20200309021500,24335
VD,20200309022000,24303
VD,20200309022500,24240
VD,20200309023000,24275
VD,20200309023500,24185
VD,20200309024000,24167
VD,20200309024500,24191
VD,20200309025000,24205
VD,20200309025500,24108
VD,20200309030000,24023
VD,20200309030500,23961
VD,20200309031000,23943
VD,20200309031500,23872
VD,20200309032000,23823
VD,20200309032500,23697
VD,20200309033000,23604
VD,20200309033500,23561
VD,20200309034000,23621
VD,20200309034500,23711
VD,20200309035000,23721
VD,20200309035500,23684
VD,20200309040000,23628
VD,20200309040500,23424
VD,20200309041000,23500
VD,20200309041500,23489
VD,20200309042000,23429
VD,20200309042500,23440
VD,20200309043000,23427
VD,20200309043500,23501
VD,20200309044000,23378
VD,20200309044500,23277
VD,20200309045000,23361
VD,20200309045500,23324
VD,20200309050000,23438
VD,20200309050500,23564
VD,20200309051000,23800
VD,20200309051500,23947
VD,20200309052000,24061
VD,20200309052500,24265
VD,20200309053000,24580
VD,20200309053500,24911
VD,20200309054000,25207
VD,20200309054500,25516
VD,20200309055000,25893
VD,20200309055500,26305
VD,20200309060000,26720
VD,20200309060500,27538
VD,20200309061000,28357
VD,20200309061500,28888
VD,20200309062000,29215
VD,20200309062500,29545
VD,20200309063000,29912
VD,20200309063500,30412
VD,20200309064000,30888
VD,20200309064500,31435
VD,20200309065000,32006
VD,20200309065500,32546
VD,20200309070000,32957
VD,20200309070500,33217
VD,20200309071000,33864
VD,20200309071500,34309
VD,20200309072000,34532
VD,20200309072500,34766
VD,20200309073000,35055
VD,20200309073500,34884
VD,20200309074000,35163
VD,20200309074500,35193
VD,20200309075000,35332
VD,20200309075500,35591
VD,20200309080000,35698
VD,20200309080500,35935
VD,20200309081000,35917
VD,20200309081500,35966
VD,20200309082000,35905
VD,20200309082500,35947
VD,20200309083000,36020
VD,20200309083500,36095
VD,20200309084000,36007
VD,20200309084500,35942
VD,20200309085000,35833
VD,20200309085500,35749
VD,20200309090000,35817
VD,20200309090500,35944
VD,20200309091000,35781
VD,20200309091500,35769
VD,20200309092000,35795
VD,20200309092500,35823
VD,20200309093000,35676
VD,20200309093500,35641
VD,20200309094000,35738
VD,20200309094500,35790
VD,20200309095000,35759
VD,20200309095500,35744
VD,20200309100000,35377
VD,20200309100500,35070
VD,20200309101000,34913
VD,20200309101500,34857
VD,20200309102000,34744
VD,20200309102500,34749
VD,20200309103000,34673
VD,20200309103500,34605
VD,20200309104000,34475
VD,20200309104500,34517
VD,20200309105000,34486
VD,20200309105500,34642
VD,20200309110000,34687
VD,20200309110500,34865
VD,20200309111000,35101
VD,20200309111500,35133
VD,20200309112000,35212
VD,20200309112500,35235
VD,20200309113000,35257
VD,20200309113500,35330
VD,20200309114000,35330
VD,20200309114500,35395
VD,20200309115000,35419
VD,20200309115500,35656
VD,20200309120000,35660
VD,20200309120500,35939
VD,20200309121000,35876
VD,20200309121500,35960
VD,20200309122000,36084
VD,20200309122500,36147
VD,20200309123000,36227
VD,20200309123500,36346
VD,20200309124000,36368
VD,20200309124500,36394
VD,20200309125000,36345
VD,20200309125500,36137
VD,20200309130000,36037
VD,20200309130500,36335
VD,20200309131000,36263
VD,20200309131500,36309
VD,20200309132000,36409
VD,20200309132500,36586
VD,20200309133000,36736
VD,20200309133500,36620
VD,20200309134000,36436
VD,20200309134500,36496
VD,20200309135000,36649
VD,20200309135500,36755
VD,20200309140000,36806
VD,20200309140500,36991
VD,20200309141000,37015
VD,20200309141500,37001
VD,20200309142000,36872
VD,20200309142500,36880
VD,20200309143000,36925
VD,20200309143500,37128
VD,20200309144000,37223
VD,20200309144500,37085
VD,20200309145000,36955
VD,20200309145500,36983
VD,20200309150000,37094
VD,20200309150500,37118
VD,20200309151000,37168
VD,20200309151500,37312
VD,20200309152000,37525
VD,20200309152500,37684
VD,20200309153000,37711
VD,20200309153500,37799
VD,20200309154000,37956
VD,20200309154500,38152
VD,20200309155000,38461
VD,20200309155500,38780
VD,20200309160000,39007
VD,20200309160500,39070
VD,20200309161000,39380
VD,20200309161500,39558
VD,20200309162000,39617
VD,20200309162500,39640
VD,20200309163000,39926
VD,20200309163500,40317
VD,20200309164000,40286
VD,20200309164500,40413
VD,20200309165000,40570
VD,20200309165500,40866
VD,20200309170000,40754
VD,20200309170500,40740
VD,20200309171000,41480
VD,20200309171500,41719
VD,20200309172000,41834
VD,20200309172500,42057
VD,20200309173000,42148
VD,20200309173500,42204
VD,20200309174000,42220
VD,20200309174500,42210
VD,20200309175000,42382
VD,20200309175500,42406
VD,20200309180000,42149
VD,20200309180500,41853
VD,20200309181000,41847
VD,20200309181500,41709
VD,20200309182000,41805
VD,20200309182500,41798
VD,20200309183000,41703
VD,20200309183500,41796
VD,20200309184000,41718
VD,20200309184500,41627
VD,20200309185000,41501
VD,20200309185500,41238
VD,20200309190000,40933
VD,20200309190500,40973
VD,20200309191000,41126
VD,20200309191500,40783
VD,20200309192000,40514
VD,20200309192500,40303
VD,20200309193000,40084
VD,20200309193500,40077
VD,20200309194000,39787
VD,20200309194500,39370
VD,20200309195000,39156
VD,20200309195500,38867
VD,20200309200000,38616
VD,20200309200500,38685
VD,20200309201000,38538
VD,20200309201500,38187
VD,20200309202000,37756
VD,20200309202500,37441
VD,20200309203000,37205
VD,20200309203500,36996
VD,20200309204000,36679
VD,20200309204500,36307
VD,20200309205000,36001
VD,20200309205500,35682
VD,20200309210000,35367
VD,20200309210500,34741
VD,20200309211000,34407
VD,20200309211500,34009
VD,20200309212000,33676
VD,20200309212500,33336
VD,20200309213000,33069
VD,20200309213500,32666
VD,20200309214000,32384
VD,20200309214500,32123
VD,20200309215000,31765
VD,20200309215500,31165
VD,20200309220000,30801
VD,20200309220500,30168
VD,20200309221000,29881
VD,20200309221500,29649
VD,20200309222000,29394
VD,20200309222500,29016
VD,20200309223000,28758
VD,20200309223500,28551
VD,20200309224000,28268
VD,20200309224500,28026
VD,20200309225000,27709
VD,20200309225500,27327
VD,20200309230000,26938
VD,20200309230500,26262
VD,20200309231000,26172
VD,20200309231500,26083
VD,20200309232000,25777
VD,20200309232500,25476
VD,20200309233000,25309
VD,20200309233500,25311
VD,20200309234000,25252
VD,20200309234500,25132
VD,20200309235000,25131
VD,20200309235500,25071
VD,20200310000000,25004
VD,20200310000500,25340
VD,20200310001000,25407
VD,20200310001500,25422
VD,20200310002000,25401
VD,20200310002500,25391
VD,20200310003000,25366
VD,20200310003500,25634
VD,20200310004000,25622
VD,20200310004500,25661
VD,20200310005000,25647
VD,20200310005500,25617
VD,20200310010000,25727
VD,20200310010500,25822
VD,20200310011000,25874
VD,20200310011500,25914
VD,20200310012000,25790
VD,20200310012500,25605
VD,20200310013000,25432
VD,20200310013500,25376
VD,20200310014000,25228
VD,20200310014500,25185
VD,20200310015000,25184
VD,20200310015500,25155
VD,20200310020000,25148
VD,20200310020500,25273
VD,20200310021000,25221
VD,20200310021500,25065
VD,20200310022000,24943
VD,20200310022500,24892
VD,20200310023000,24889
VD,20200310023500,24968
VD,20200310024000,24965
VD,20200310024500,24927
VD,20200310025000,24832
VD,20200310025500,24780
VD,20200310030000,24709
VD,20200310030500,24808
VD,20200310031000,24767
VD,20200310031500,24799
VD,20200310032000,24860
VD,20200310032500,24851
VD,20200310033000,24707
VD,20200310033500,24596
VD,20200310034000,24462
VD,20200310034500,24413
VD,20200310035000,24378
VD,20200310035500,24302
VD,20200310040000,24117
VD,20200310040500,23902
VD,20200310041000,23920
VD,20200310041500,23926
VD,20200310042000,23880
VD,20200310042500,23851
VD,20200310043000,23855
VD,20200310043500,23813
VD,20200310044000,23897
VD,20200310044500,23930
VD,20200310045000,24063
VD,20200310045500,24162
VD,20200310050000,24102
VD,20200310050500,24075
VD,20200310051000,24106
VD,20200310051500,24166
VD,20200310052000,24412
VD,20200310052500,24525
VD,20200310053000,24592
VD,20200310053500,24621
VD,20200310054000,24723
VD,20200310054500,24919
VD,20200310055000,25247
VD,20200310055500,25664
VD,20200310060000,25810
VD,20200310060500,26466
VD,20200310061000,26946
VD,20200310061500,27402
VD,20200310062000,27834
VD,20200310062500,28232
VD,20200310063000,28628
VD,20200310063500,29040
VD,20200310064000,29579
VD,20200310064500,30036
VD,20200310065000,30411
VD,20200310065500,30884
VD,20200310070000,31306
VD,20200310070500,31923
VD,20200310071000,32550
VD,20200310071500,32946
VD,20200310072000,33281
VD,20200310072500,33562
VD,20200310073000,33781
VD,20200310073500,33879
VD,20200310074000,34000
VD,20200310074500,34141
VD,20200310075000,34283
VD,20200310075500,34362
VD,20200310080000,34496
VD,20200310080500,34399
VD,20200310081000,34389
VD,20200310081500,34467
VD,20200310082000,34502
VD,20200310082500,34584
VD,20200310083000,34664
VD,20200310083500,34705
VD,20200310084000,34633
VD,20200310084500,34583
VD,20200310085000,34686
VD,20200310085500,34692
VD,20200310090000,34778
VD,20200310090500,34973
VD,20200310091000,35088
VD,20200310091500,35093
VD,20200310092000,35061
VD,20200310092500,34994
VD,20200310093000,34988
VD,20200310093500,35077
VD,20200310094000,34860
VD,20200310094500,34779
VD,20200310095000,34718
VD,20200310095500,34620
VD,20200310100000,34536
VD,20200310100500,34460
VD,20200310101000,34389
VD,20200310101500,34364
VD,20200310102000,34415
VD,20200310102500,34475
VD,20200310103000,34530
VD,20200310103500,34500
VD,20200310104000,34453
VD,20200310104500,34393
VD,20200310105000,34422
VD,20200310105500,34337
VD,20200310110000,34337
VD,20200310110500,34552
VD,20200310111000,34467
VD,20200310111500,34354
VD,20200310112000,34201
VD,20200310112500,34126
VD,20200310113000,34102
VD,20200310113500,34191
VD,20200310114000,34199
VD,20200310114500,34183
VD,20200310115000,34202
VD,20200310115500,34185
VD,20200310120000,34209
VD,20200310120500,34241
VD,20200310121000,34256
VD,20200310121500,34323
VD,20200310122000,34409
VD,20200310122500,34390
VD,20200310123000,34330
VD,20200310123500,33714
VD,20200310124000,34229
VD,20200310124500,34183
VD,20200310125000,34141
VD,20200310125500,34195
VD,20200310130000,34098
VD,20200310130500,34055
VD,20200310131000,34117
VD,20200310131500,34188
VD,20200310132000,34147
VD,20200310132500,34088
VD,20200310133000,33971
VD,20200310133500,33901
VD,20200310134000,33835
VD,20200310134500,33870
VD,20200310135000,33939
VD,20200310135500,33997
VD,20200310140000,33989
VD,20200310140500,33950
VD,20200310141000,33981
VD,20200310141500,33878
VD,20200310142000,33707
VD,20200310142500,33694
VD,20200310143000,33612
VD,20200310143500,33582
VD,20200310144000,33552
VD,20200310144500,33606
VD,20200310145000,33551
VD,20200310145500,33354
VD,20200310150000,33163
VD,20200310150500,33220
VD,20200310151000,33369
VD,20200310151500,33402
VD,20200310152000,33392
VD,20200310152500,33521
VD,20200310153000,33726
VD,20200310153500,33888
VD,20200310154000,34075
VD,20200310154500,34264
VD,20200310155000,34451
VD,20200310155500,34540
VD,20200310160000,34604
VD,20200310160500,34741
VD,20200310161000,34887
VD,20200310161500,35084
VD,20200310162000,35192
VD,20200310162500,35362
VD,20200310163000,35562
VD,20200310163500,35974
VD,20200310164000,36156
VD,20200310164500,36375
VD,20200310165000,36740
VD,20200310165500,37065
VD,20200310170000,37297
VD,20200310170500,37372
VD,20200310171000,37539
VD,20200310171500,37757
VD,20200310172000,37841
VD,20200310172500,38179
VD,20200310173000,38528
VD,20200310173500,38608
VD,20200310174000,38715
VD,20200310174500,38511
VD,20200310175000,38600
VD,20200310175500,38821
VD,20200310180000,38926
VD,20200310180500,39354
VD,20200310181000,39323
VD,20200310181500,39504
VD,20200310182000,39966
VD,20200310182500,40168
VD,20200310183000,40291
VD,20200310183500,40414
VD,20200310184000,40416
VD,20200310184500,40378
VD,20200310185000,40437
VD,20200310185500,40454
VD,20200310190000,40365
VD,20200310190500,40368
VD,20200310191000,40084
VD,20200310191500,39804
VD,20200310192000,39755
VD,20200310192500,39628
VD,20200310193000,39423
VD,20200310193500,39393
VD,20200310194000,39144
VD,20200310194500,38902
VD,20200310195000,38702
VD,20200310195500,38551
VD,20200310200000,38371
VD,20200310200500,38417
VD,20200310201000,38216
VD,20200310201500,38066
VD,20200310202000,37798
VD,20200310202500,37458
VD,20200310203000,37237
VD,20200310203500,37141
VD,20200310204000,36938
VD,20200310204500,36776
VD,20200310205000,36637
VD,20200310205500,36300
VD,20200310210000,35951
VD,20200310210500,35724
VD,20200310211000,35351
VD,20200310211500,35020
VD,20200310212000,34637
VD,20200310212500,34097
VD,20200310213000,33842
VD,20200310213500,33632
VD,20200310214000,33262
VD,20200310214500,32753
VD,20200310215000,32454
VD,20200310215500,32297
VD,20200310220000,31866
VD,20200310220500,31139
VD,20200310221000,30736
VD,20200310221500,30394
VD,20200310222000,30110
VD,20200310222500,29863
VD,20200310223000,29509
VD,20200310223500,29143
VD,20200310224000,28836
VD,20200310224500,28434
VD,20200310225000,28283
VD,20200310225500,27959
VD,20200310230000,27708
VD,20200310230500,27423
VD,20200310231000,27334
VD,20200310231500,26994
VD,20200310232000,26643
VD,20200310232500,26384
VD,20200310233000,26201
VD,20200310233500,26051
VD,20200310234000,25976
VD,20200310234500,25888
VD,20200310235000,25787
VD,20200310235500,25792
FTR,1995
